Name,Role,Email,Phone,Password
Inspiring Blackburn,customer,inspiring blackburn979@example.com,8169737764,l4.l2qMII(7$
Gallant Khayyam,service,gallant khayyam980@example.com,2842891156,T8?37:fMhLX#
Great Mirzakhani,sales,great mirzakhani981@example.com,0616724961,"_~;#>:""?D>V;"
Upbeat Goldstine,sales,upbeat goldstine982@example.com,2711084041,"pBJM,;b+C:U<"
Nervous Chatterjee,sales,nervous chatterjee983@example.com,3415022268,",vNe3NE<+y42"
Romantic Rubin,service,romantic rubin984@example.com,9422210203,XIc/WetGQS%(
Mystifying Mendeleev,sales,mystifying mendeleev985@example.com,2710211540,If#CGt^sJtpk
Unruffled Hypatia,service,unruffled hypatia986@example.com,9650011411,J~j`j[\.EU4b
Determined Tereshkova,customer,determined tereshkova987@example.com,8010643733,K*d9sqtfhU+!
Infallible Spence,service,infallible spence988@example.com,9761868005,A9M-mt0fTD:w
Sad Hawking,service,sad hawking989@example.com,4927805932,LZ>}NvBE]R&R
Festive Cori,service,festive cori990@example.com,9298054983,JrQ?4ytq?)b:
Stupefied Spence,service,stupefied spence991@example.com,1815405837,b%2~Q|`soS(o
Peaceful Tesla,sales,peaceful tesla992@example.com,4133259300,"w2wz-WR,[d8`"
Kind Mclaren,sales,kind mclaren993@example.com,5339967253,bNH%A{y/p3lc
Goofy Brahmagupta,sales,goofy brahmagupta994@example.com,0035431292,`ANwu\bwXNiQ
Frosty Dijkstra,sales,frosty dijkstra995@example.com,7587082654,3|k|b6{V-.9}
Dreamy Torvalds,sales,dreamy torvalds996@example.com,4342871243,9*_D2\j{;z8E
Relaxed Albattani,customer,relaxed albattani997@example.com,2555283384,_j\gs*~=NUz^
Gracious Tu,customer,gracious tu998@example.com,6904721695,"J0j""jZ<*QDZI"
Mystifying Mahavira,customer,mystifying mahavira999@example.com,0796519721,'i'<OrLgi?/}
Sad Dijkstra,service,sad dijkstra1000@example.com,7893236904,"T;,4kw[N_i0i"
